session_id,player_id,session_date,session_length_min,levels_completed
S0005237,P00752,2025-11-16,34,4
S0005238,P00752,2025-12-10,20,3
S0005239,P00753,2025-10-24,16,0
S0005240,P00753,2025-10-25,34,4
S0005241,P00753,2025-10-30,39,1
S0005242,P00753,2025-10-31,41,4
S0005243,P00754,2025-10-02,25,4
S0005244,P00754,2025-10-02,32,3
S0005245,P00754,2025-10-04,50,6
S0005246,P00754,2025-10-10,31,3
S0005247,P00754,2025-10-10,30,1
S0005248,P00755,2025-11-01,16,2
S0005249,P00755,2025-11-02,19,1
S0005250,P00756,2025-12-11,29,3
S0005251,P00756,2025-12-11,30,3
S0005252,P00756,2025-12-12,19,2
S0005253,P00756,2025-12-12,49,4
S0005254,P00756,2025-12-13,40,3
S0005255,P00756,2025-12-16,38,5
S0005256,P00756,2025-12-16,25,1
S0005257,P00756,2025-12-18,35,2
S0005258,P00756,2025-12-24,26,1
S0005259,P00756,2025-12-24,38,3
S0005260,P00756,2025-12-27,51,6
S0005261,P00757,2026-01-17,15,0
S0005262,P00757,2026-01-18,12,1
S0005263,P00757,2026-01-26,19,2
S0005264,P00758,2026-01-06,34,2
S0005265,P00758,2026-01-07,39,4
S0005266,P00758,2026-01-10,15,0
S0005267,P00758,2026-01-11,32,2
S0005268,P00759,2025-10-13,44,4
S0005269,P00759,2025-10-17,32,1
S0005270,P00759,2025-10-18,32,5
S0005271,P00759,2025-10-30,30,2
S0005272,P00759,2025-11-03,51,2
S0005273,P00760,2025-10-10,22,1
S0005274,P00760,2025-10-11,11,1
S0005275,P00760,2025-10-11,18,1
S0005276,P00760,2025-10-18,21,1
S0005277,P00760,2025-10-31,15,1
S0005278,P00761,2025-11-24,26,4
S0005279,P00761,2025-11-25,39,4
S0005280,P00761,2025-11-28,38,5
S0005281,P00761,2025-12-03,21,0
S0005282,P00761,2025-12-12,40,4
S0005283,P00761,2025-12-18,41,2
S0005284,P00762,2025-11-13,37,3
S0005285,P00762,2025-11-14,54,7
S0005286,P00762,2025-11-15,35,2
S0005287,P00762,2025-11-15,53,6
S0005288,P00762,2025-11-18,39,4
S0005289,P00762,2025-11-18,45,1
S0005290,P00762,2025-11-20,50,3
S0005291,P00762,2025-11-24,50,3
S0005292,P00762,2025-11-25,47,4
S0005293,P00762,2025-11-25,40,3
S0005294,P00762,2025-11-25,53,3
S0005295,P00762,2025-11-26,56,4
S0005296,P00762,2025-11-27,35,4
S0005297,P00762,2025-11-28,51,4
S0005298,P00763,2025-10-21,60,5
S0005299,P00763,2025-10-21,42,5
S0005300,P00763,2025-10-24,32,5
S0005301,P00763,2025-10-27,45,4
S0005302,P00763,2025-10-28,29,4
S0005303,P00763,2025-10-30,13,0
S0005304,P00763,2025-10-30,36,3
S0005305,P00763,2025-11-02,69,5
S0005306,P00763,2025-11-06,37,2
S0005307,P00763,2025-11-09,49,6
S0005308,P00763,2025-11-13,43,2
S0005309,P00763,2025-11-20,70,6
S0005310,P00764,2025-10-17,38,2
S0005311,P00764,2025-10-18,46,5
S0005312,P00764,2025-10-20,43,2
S0005313,P00764,2025-10-21,50,4
S0005314,P00764,2025-10-22,39,4
S0005315,P00764,2025-10-23,35,3
S0005316,P00764,2025-10-24,41,4
S0005317,P00764,2025-10-26,44,1
S0005318,P00764,2025-10-26,56,5
S0005319,P00764,2025-10-26,50,2
S0005320,P00764,2025-10-27,31,3
S0005321,P00764,2025-10-27,60,7
S0005322,P00764,2025-10-27,46,5
S0005323,P00764,2025-10-28,44,4
S0005324,P00764,2025-10-28,25,2
S0005325,P00764,2025-11-01,19,0
S0005326,P00764,2025-11-12,61,6
S0005327,P00764,2025-11-12,37,2
S0005328,P00764,2025-11-16,27,2
S0005329,P00765,2026-01-02,40,4
S0005330,P00765,2026-01-04,14,2
S0005331,P00765,2026-01-11,17,1
S0005332,P00765,2026-01-12,32,0
S0005333,P00765,2026-01-14,22,1
S0005334,P00765,2026-01-15,29,4
S0005335,P00765,2026-01-15,13,4
S0005336,P00767,2026-01-24,39,2
S0005337,P00767,2026-01-27,51,5
S0005338,P00767,2026-01-28,30,3
S0005339,P00767,2026-01-29,33,3
S0005340,P00768,2025-11-19,37,4
S0005341,P00768,2025-11-20,33,5
S0005342,P00768,2025-11-23,29,2
S0005343,P00768,2025-11-25,20,0
S0005344,P00768,2025-11-28,23,2
S0005345,P00768,2025-12-04,18,2
S0005346,P00768,2025-12-05,27,1
S0005347,P00768,2025-12-09,20,2
S0005348,P00769,2026-01-22,16,0
S0005349,P00769,2026-01-24,5,0
S0005350,P00769,2026-01-25,31,3
S0005351,P00769,2026-01-28,28,4
S0005352,P00769,2026-01-29,26,2
S0005353,P00770,2026-01-14,65,5
S0005354,P00770,2026-01-15,60,6
S0005355,P00770,2026-01-18,53,7
S0005356,P00770,2026-01-19,51,5
S0005357,P00770,2026-01-19,59,3
S0005358,P00770,2026-01-21,43,6
S0005359,P00770,2026-01-29,53,3
S0005360,P00770,2026-01-31,48,5
S0005361,P00771,2026-01-27,54,9
S0005362,P00771,2026-01-28,63,5
S0005363,P00771,2026-01-28,55,6
S0005364,P00771,2026-01-30,56,4
S0005365,P00771,2026-01-31,54,4
S0005366,P00773,2026-01-08,15,0
S0005367,P00773,2026-01-09,22,1
S0005368,P00773,2026-01-23,22,0
S0005369,P00773,2026-01-30,31,1
S0005370,P00774,2025-11-27,51,3
S0005371,P00774,2025-11-28,44,4
S0005372,P00774,2025-11-28,29,2
S0005373,P00774,2025-11-30,31,4
S0005374,P00774,2025-12-01,43,4
S0005375,P00774,2025-12-02,55,4
S0005376,P00774,2025-12-07,51,5
S0005377,P00775,2025-12-31,38,2
S0005378,P00775,2026-01-07,11,0
S0005379,P00776,2025-10-28,30,3
S0005380,P00776,2025-10-30,31,2
S0005381,P00776,2025-10-31,30,2
S0005382,P00776,2025-10-31,19,0
S0005383,P00776,2025-11-01,26,3
S0005384,P00776,2025-11-02,38,2
S0005385,P00776,2025-11-02,29,3
S0005386,P00776,2025-11-07,39,1
S0005387,P00776,2025-11-10,9,0
S0005388,P00776,2025-11-10,12,4
S0005389,P00777,2025-12-18,19,1
S0005390,P00777,2025-12-19,40,2
S0005391,P00777,2025-12-20,12,1
S0005392,P00777,2025-12-21,28,6
S0005393,P00777,2025-12-21,36,4
S0005394,P00777,2025-12-21,11,1
S0005395,P00778,2025-10-15,20,1
S0005396,P00778,2025-10-18,29,1
S0005397,P00778,2025-10-19,17,1
S0005398,P00778,2025-10-19,21,2
S0005399,P00778,2025-10-23,40,4
S0005400,P00778,2025-11-02,23,1
S0005401,P00779,2025-11-15,22,2
S0005402,P00779,2025-11-18,27,0
S0005403,P00779,2025-11-19,20,5
S0005404,P00779,2025-11-21,26,3
S0005405,P00779,2025-11-23,28,4
S0005406,P00779,2025-11-24,17,0
S0005407,P00779,2025-11-25,26,1
S0005408,P00779,2025-12-27,19,2
S0005409,P00780,2026-01-02,37,3
S0005410,P00781,2026-01-27,19,0
S0005411,P00781,2026-01-29,20,2
S0005412,P00781,2026-01-30,23,3
S0005413,P00782,2026-01-25,60,6
S0005414,P00782,2026-01-25,67,6
S0005415,P00782,2026-01-27,72,7
S0005416,P00782,2026-01-29,49,4
S0005417,P00783,2026-01-13,15,1
S0005418,P00783,2026-01-25,14,0
S0005419,P00783,2026-01-27,13,1
S0005420,P00784,2025-10-13,32,2
S0005421,P00784,2025-10-15,32,1
S0005422,P00784,2025-10-20,48,4
S0005423,P00784,2025-10-21,43,2
S0005424,P00784,2025-10-23,34,2
S0005425,P00784,2025-10-23,50,0
S0005426,P00784,2025-10-29,38,3
S0005427,P00784,2025-10-29,47,3
S0005428,P00784,2025-10-30,48,6
S0005429,P00784,2025-11-01,34,2
S0005430,P00784,2025-11-07,35,4
S0005431,P00784,2025-11-13,38,2
S0005432,P00784,2025-11-18,46,6
S0005433,P00784,2025-12-04,40,2
S0005434,P00785,2025-12-19,31,4
S0005435,P00785,2025-12-21,25,1
S0005436,P00785,2025-12-22,21,2
S0005437,P00786,2025-12-20,53,6
S0005438,P00786,2025-12-24,50,5
S0005439,P00786,2025-12-27,35,3
S0005440,P00786,2025-12-28,39,3
S0005441,P00786,2025-12-28,33,1
S0005442,P00786,2025-12-29,48,3
S0005443,P00786,2026-01-05,36,3
S0005444,P00786,2026-01-07,48,4
S0005445,P00786,2026-01-07,59,5
S0005446,P00786,2026-01-07,51,5
S0005447,P00786,2026-01-11,34,4
S0005448,P00787,2026-01-12,33,6
S0005449,P00787,2026-01-13,41,4
S0005450,P00787,2026-01-14,37,2
S0005451,P00787,2026-01-17,26,3
S0005452,P00787,2026-01-17,39,4
S0005453,P00787,2026-01-18,30,0
S0005454,P00787,2026-01-19,54,5
S0005455,P00787,2026-01-25,27,4
S0005456,P00787,2026-01-25,45,5
S0005457,P00787,2026-01-29,52,5
S0005458,P00788,2025-10-18,42,4
S0005459,P00788,2025-10-19,26,2
S0005460,P00788,2025-10-26,63,6
S0005461,P00788,2025-10-26,37,3
S0005462,P00788,2025-10-27,57,6
S0005463,P00788,2025-11-02,53,7
S0005464,P00788,2025-11-02,50,2
S0005465,P00789,2026-01-15,22,2
S0005466,P00789,2026-01-24,19,2
S0005467,P00790,2025-11-01,17,3
S0005468,P00790,2025-11-02,13,0
S0005469,P00790,2025-11-04,6,1
S0005470,P00790,2025-11-13,24,0
S0005471,P00790,2025-11-22,21,2
S0005472,P00791,2025-12-23,36,3
S0005473,P00791,2025-12-29,39,4
S0005474,P00791,2026-01-06,35,2
S0005475,P00791,2026-01-07,30,2
S0005476,P00791,2026-01-15,43,2
S0005477,P00791,2026-01-22,26,0
S0005478,P00792,2025-11-03,30,1
S0005479,P00792,2025-11-04,19,2
S0005480,P00792,2025-11-05,11,0
S0005481,P00792,2025-11-06,23,2
S0005482,P00792,2025-11-07,23,0
S0005483,P00792,2025-11-09,17,1
S0005484,P00792,2025-11-12,35,2
S0005485,P00792,2025-11-19,10,0
S0005486,P00792,2025-11-26,29,3
S0005487,P00792,2025-12-09,31,1
S0005488,P00792,2025-12-09,16,3
S0005489,P00793,2025-10-27,36,3
S0005490,P00793,2025-11-10,18,3
S0005491,P00793,2025-11-14,15,2
S0005492,P00794,2025-12-26,35,4
S0005493,P00794,2025-12-26,32,1
S0005494,P00794,2025-12-27,36,4
S0005495,P00794,2025-12-29,37,2
S0005496,P00794,2025-12-30,22,1
S0005497,P00794,2026-01-01,39,4
S0005498,P00794,2026-01-01,54,4
S0005499,P00794,2026-01-02,48,6
S0005500,P00794,2026-01-04,27,2
S0005501,P00794,2026-01-08,30,1
S0005502,P00794,2026-01-11,38,3
S0005503,P00795,2026-01-05,41,4
S0005504,P00795,2026-01-06,28,1
S0005505,P00795,2026-01-07,28,2
S0005506,P00795,2026-01-10,44,5
S0005507,P00795,2026-01-11,48,5
S0005508,P00795,2026-01-14,39,4
S0005509,P00795,2026-01-16,46,4
S0005510,P00795,2026-01-19,35,2
S0005511,P00795,2026-01-25,21,1
S0005512,P00796,2026-01-01,39,3
S0005513,P00796,2026-01-02,36,0
S0005514,P00796,2026-01-03,35,4
S0005515,P00796,2026-01-06,57,5
S0005516,P00796,2026-01-06,53,4
S0005517,P00796,2026-01-08,34,2
S0005518,P00796,2026-01-12,56,7
S0005519,P00796,2026-01-12,55,2
S0005520,P00796,2026-01-13,37,4
S0005521,P00796,2026-01-14,33,3
S0005522,P00796,2026-01-15,44,5
S0005523,P00796,2026-01-17,56,4
S0005524,P00796,2026-01-29,40,2
S0005525,P00796,2026-01-30,28,2
S0005526,P00796,2026-01-30,31,3
S0005527,P00797,2026-01-29,15,2
S0005528,P00797,2026-01-29,27,1
S0005529,P00798,2025-12-26,48,5
S0005530,P00798,2025-12-30,50,3
S0005531,P00798,2026-01-02,29,3
S0005532,P00798,2026-01-03,37,4
S0005533,P00798,2026-01-04,25,3
S0005534,P00798,2026-01-08,62,5
S0005535,P00798,2026-01-17,47,6
S0005536,P00798,2026-01-17,53,5
S0005537,P00798,2026-01-21,30,3
S0005538,P00798,2026-01-25,40,4
S0005539,P00799,2025-10-29,35,3
S0005540,P00799,2025-11-01,41,6
S0005541,P00799,2025-11-03,30,2
S0005542,P00799,2025-11-04,25,2
S0005543,P00799,2025-11-09,5,0
S0005544,P00799,2025-11-09,30,4
S0005545,P00799,2025-11-09,33,3
S0005546,P00799,2025-11-12,12,1
S0005547,P00799,2025-11-18,39,3
S0005548,P00799,2025-11-30,40,2
S0005549,P00799,2025-11-30,45,6
S0005550,P00800,2025-10-31,30,2
S0005551,P00800,2025-11-11,43,3
S0005552,P00800,2025-11-13,40,4
S0005553,P00800,2025-11-23,44,4
S0005554,P00800,2025-11-27,24,4
S0005555,P00801,2025-12-24,20,2
S0005556,P00801,2025-12-27,20,1
S0005557,P00802,2025-10-19,25,4
S0005558,P00802,2025-10-21,18,4
S0005559,P00802,2025-10-21,26,3
S0005560,P00802,2025-10-22,33,2
S0005561,P00802,2025-10-22,39,4
S0005562,P00802,2025-10-23,22,2
S0005563,P00802,2025-10-25,29,2
S0005564,P00802,2025-10-31,19,0
S0005565,P00802,2025-11-02,33,5
S0005566,P00802,2025-11-02,25,5
S0005567,P00802,2025-11-03,28,2
S0005568,P00802,2025-11-07,35,2
S0005569,P00802,2025-11-12,28,2
S0005570,P00802,2025-11-14,26,2
S0005571,P00803,2026-01-25,21,3
S0005572,P00803,2026-01-28,9,1
S0005573,P00803,2026-01-28,18,0
S0005574,P00803,2026-01-29,21,3
S0005575,P00803,2026-01-29,19,0
S0005576,P00803,2026-01-30,18,1
S0005577,P00804,2026-01-01,15,0
S0005578,P00804,2026-01-03,5,0
S0005579,P00804,2026-01-03,22,1
S0005580,P00804,2026-01-11,5,0
S0005581,P00804,2026-01-14,48,4
S0005582,P00804,2026-01-23,5,3
S0005583,P00804,2026-01-24,19,1
S0005584,P00804,2026-01-24,14,1
S0005585,P00805,2026-01-18,32,3
S0005586,P00805,2026-01-19,30,2
S0005587,P00805,2026-01-20,30,3
S0005588,P00806,2025-12-11,38,5
S0005589,P00806,2025-12-12,33,4
S0005590,P00806,2025-12-18,24,0
S0005591,P00806,2025-12-20,36,3
S0005592,P00806,2025-12-26,21,0
S0005593,P00806,2025-12-31,16,2
S0005594,P00806,2026-01-09,16,2
S0005595,P00806,2026-01-10,26,1
S0005596,P00807,2025-11-01,24,4
S0005597,P00807,2025-11-01,16,0
S0005598,P00807,2025-11-04,18,2
S0005599,P00807,2025-11-10,12,2
S0005600,P00808,2025-10-16,16,1
S0005601,P00808,2025-10-16,27,1
S0005602,P00808,2025-10-16,24,4
S0005603,P00808,2025-10-21,22,3
S0005604,P00808,2025-10-28,22,0
S0005605,P00808,2025-11-07,14,1
S0005606,P00809,2025-10-03,41,2
S0005607,P00809,2025-10-04,41,2
S0005608,P00809,2025-10-06,41,4
S0005609,P00809,2025-10-07,41,3
S0005610,P00809,2025-10-09,36,2
S0005611,P00809,2025-10-10,45,4
S0005612,P00809,2025-10-11,26,3
S0005613,P00809,2025-10-14,38,3
S0005614,P00809,2025-10-16,34,5
S0005615,P00809,2025-10-17,33,2
S0005616,P00809,2025-10-21,54,0
S0005617,P00810,2025-10-14,6,0
S0005618,P00810,2025-10-17,35,2
S0005619,P00810,2025-10-17,22,1
S0005620,P00810,2025-10-21,38,4
S0005621,P00810,2025-10-24,31,3
S0005622,P00810,2025-10-25,27,3
S0005623,P00811,2026-01-30,59,5
S0005624,P00812,2025-11-20,18,2
S0005625,P00812,2025-11-24,26,2
S0005626,P00812,2025-11-26,12,1
S0005627,P00812,2025-11-28,8,1
S0005628,P00812,2025-11-30,9,2
S0005629,P00812,2025-12-07,13,1
S0005630,P00812,2025-12-08,26,0
S0005631,P00813,2025-10-22,36,4
S0005632,P00813,2025-10-25,66,5
S0005633,P00813,2025-10-27,38,3
S0005634,P00813,2025-10-27,67,5
S0005635,P00813,2025-10-28,61,6
S0005636,P00813,2025-10-29,40,2
S0005637,P00813,2025-10-31,66,7
S0005638,P00813,2025-11-01,54,6
S0005639,P00813,2025-11-03,82,5
S0005640,P00813,2025-11-18,74,6
S0005641,P00813,2025-12-01,40,4
S0005642,P00814,2025-10-08,42,5
S0005643,P00814,2025-10-12,36,4
S0005644,P00814,2025-10-24,16,2
S0005645,P00814,2025-11-09,30,3
S0005646,P00815,2026-01-01,85,9
S0005647,P00815,2026-01-02,63,6
S0005648,P00815,2026-01-03,100,8
S0005649,P00815,2026-01-06,61,5
S0005650,P00815,2026-01-07,51,4
S0005651,P00815,2026-01-07,83,9
S0005652,P00815,2026-01-10,57,5
S0005653,P00815,2026-01-11,68,5
S0005654,P00815,2026-01-12,60,6
S0005655,P00815,2026-01-18,74,7
S0005656,P00815,2026-01-20,64,8
S0005657,P00815,2026-01-20,77,4
S0005658,P00816,2026-01-08,33,2
S0005659,P00816,2026-01-09,15,1
S0005660,P00816,2026-01-12,22,3
S0005661,P00816,2026-01-17,33,2
S0005662,P00816,2026-01-21,35,5
S0005663,P00816,2026-01-26,16,1
S0005664,P00816,2026-01-27,45,3
S0005665,P00816,2026-01-28,27,2
S0005666,P00817,2025-10-11,35,2
S0005667,P00817,2025-10-15,34,0
S0005668,P00817,2025-10-15,37,2
S0005669,P00817,2025-10-16,44,3
S0005670,P00817,2025-10-17,35,1
S0005671,P00817,2025-10-21,31,3
S0005672,P00817,2025-10-27,48,4
S0005673,P00817,2025-11-06,30,2
S0005674,P00818,2026-01-23,46,5
S0005675,P00818,2026-01-24,40,4
S0005676,P00818,2026-01-29,40,3
S0005677,P00819,2025-11-07,35,5
S0005678,P00819,2025-11-09,30,2
S0005679,P00819,2025-11-12,28,1
S0005680,P00819,2025-11-13,38,4
S0005681,P00819,2025-11-17,26,2
S0005682,P00819,2025-11-27,37,1
S0005683,P00820,2025-12-12,44,4
S0005684,P00820,2025-12-16,62,5
S0005685,P00820,2025-12-21,45,5
S0005686,P00820,2026-01-01,50,7
S0005687,P00820,2026-01-04,50,4
S0005688,P00821,2025-11-12,17,3
S0005689,P00821,2025-11-13,26,3
S0005690,P00821,2025-11-15,38,6
S0005691,P00821,2025-11-21,5,1
S0005692,P00821,2025-11-21,5,0
S0005693,P00821,2025-11-25,32,3
S0005694,P00821,2025-11-29,20,0
S0005695,P00821,2025-12-09,15,1
S0005696,P00822,2026-01-03,34,3
S0005697,P00822,2026-01-04,41,3
S0005698,P00822,2026-01-04,25,2
S0005699,P00822,2026-01-07,35,3
S0005700,P00823,2025-11-25,40,2
S0005701,P00823,2025-11-26,12,1
S0005702,P00823,2025-12-06,15,2
S0005703,P00823,2025-12-08,27,2
S0005704,P00823,2025-12-08,24,2
S0005705,P00823,2025-12-09,25,2
S0005706,P00823,2025-12-16,20,1
S0005707,P00823,2025-12-29,31,2
S0005708,P00824,2025-12-04,10,0
S0005709,P00824,2025-12-12,24,3
S0005710,P00824,2025-12-15,26,2
S0005711,P00825,2025-10-15,18,0
S0005712,P00825,2025-10-16,31,5
S0005713,P00825,2025-10-17,58,7
S0005714,P00825,2025-10-18,21,2
S0005715,P00825,2025-10-20,35,3
S0005716,P00825,2025-10-21,21,4
S0005717,P00825,2025-10-28,28,5
S0005718,P00825,2025-10-28,24,1
S0005719,P00825,2025-11-03,26,1
S0005720,P00825,2025-11-04,23,1
S0005721,P00825,2025-11-10,28,4
S0005722,P00825,2025-11-10,22,1
S0005723,P00826,2025-11-08,55,7
S0005724,P00826,2025-11-09,54,2
S0005725,P00826,2025-11-12,50,4
S0005726,P00826,2025-11-14,45,6
S0005727,P00826,2025-11-17,43,5
S0005728,P00826,2025-11-17,50,3
S0005729,P00826,2025-11-23,48,5
S0005730,P00826,2025-11-24,53,4
S0005731,P00826,2025-11-24,60,5
S0005732,P00826,2025-11-30,34,4
S0005733,P00826,2025-12-12,50,3
S0005734,P00827,2026-01-26,12,0
S0005735,P00827,2026-01-26,23,0
S0005736,P00827,2026-01-29,26,2
S0005737,P00828,2025-11-09,49,3
S0005738,P00828,2025-11-11,35,4
S0005739,P00828,2025-11-12,49,4
S0005740,P00828,2025-11-15,28,2
S0005741,P00828,2025-11-30,48,6
S0005742,P00828,2025-12-01,30,1
S0005743,P00828,2025-12-02,66,5
S0005744,P00828,2025-12-07,45,4
S0005745,P00829,2025-11-11,27,2
S0005746,P00829,2025-11-13,8,3
S0005747,P00829,2025-11-13,10,0
S0005748,P00829,2025-11-16,16,1
S0005749,P00829,2025-11-18,22,1
S0005750,P00829,2025-11-23,18,2
S0005751,P00829,2025-11-24,23,3
S0005752,P00829,2025-11-27,14,0
S0005753,P00830,2025-12-14,31,3
S0005754,P00830,2025-12-16,70,7
S0005755,P00830,2025-12-16,75,7
S0005756,P00830,2025-12-17,56,4
S0005757,P00830,2025-12-20,71,7
S0005758,P00831,2026-01-22,22,3
S0005759,P00832,2025-10-13,5,0
S0005760,P00832,2025-10-14,14,1
S0005761,P00832,2025-10-15,10,2
S0005762,P00832,2025-10-16,7,1
S0005763,P00833,2025-10-12,39,3
S0005764,P00833,2025-10-12,37,3
S0005765,P00833,2025-10-22,48,5
S0005766,P00833,2025-10-28,39,3
S0005767,P00833,2025-10-28,39,2
S0005768,P00833,2025-11-07,34,2
S0005769,P00834,2026-01-25,10,2
S0005770,P00834,2026-01-26,21,1
S0005771,P00835,2025-11-27,12,0
S0005772,P00835,2025-11-30,23,4
S0005773,P00836,2026-01-22,35,2
S0005774,P00836,2026-01-25,23,0
S0005775,P00837,2025-11-08,29,1
S0005776,P00837,2025-11-10,48,6
S0005777,P00837,2025-11-25,56,6
S0005778,P00837,2025-12-10,56,4
S0005779,P00837,2025-12-10,69,7
S0005780,P00837,2025-12-14,45,3
S0005781,P00838,2025-11-29,29,2
S0005782,P00838,2025-12-02,40,4
S0005783,P00838,2025-12-02,35,1
S0005784,P00838,2025-12-04,42,4
S0005785,P00838,2025-12-04,23,0
S0005786,P00838,2025-12-06,18,0
S0005787,P00838,2025-12-09,32,2
S0005788,P00838,2025-12-12,33,4
S0005789,P00838,2025-12-15,41,5
S0005790,P00839,2026-01-01,61,4
S0005791,P00839,2026-01-05,40,3
S0005792,P00839,2026-01-10,42,5
S0005793,P00839,2026-01-10,17,1
S0005794,P00839,2026-01-12,47,4
S0005795,P00839,2026-01-13,37,3
S0005796,P00839,2026-01-22,30,2
S0005797,P00839,2026-01-30,25,3
S0005798,P00840,2026-01-16,15,0
S0005799,P00840,2026-01-16,35,2
S0005800,P00840,2026-01-26,21,1
S0005801,P00840,2026-01-26,27,2
S0005802,P00840,2026-01-28,27,3
S0005803,P00840,2026-01-30,11,0
S0005804,P00841,2025-12-19,73,6
S0005805,P00841,2025-12-20,80,9
S0005806,P00841,2025-12-25,66,5
S0005807,P00841,2025-12-26,78,7
S0005808,P00841,2025-12-26,58,5
S0005809,P00841,2025-12-28,56,4
S0005810,P00841,2025-12-30,62,6
S0005811,P00841,2025-12-30,44,2
S0005812,P00842,2025-12-22,22,3
S0005813,P00842,2025-12-25,30,3
S0005814,P00842,2025-12-27,12,0
S0005815,P00842,2026-01-06,29,3
S0005816,P00842,2026-01-11,27,2
S0005817,P00842,2026-01-11,15,0
S0005818,P00842,2026-01-14,24,3
S0005819,P00842,2026-01-14,14,1
S0005820,P00842,2026-01-16,26,4
S0005821,P00842,2026-01-20,20,1
S0005822,P00842,2026-01-26,25,1
S0005823,P00843,2025-10-22,59,5
S0005824,P00843,2025-10-23,61,6
S0005825,P00843,2025-10-26,40,3
S0005826,P00843,2025-11-08,76,5
S0005827,P00843,2025-11-09,86,7
S0005828,P00843,2025-11-15,70,6
S0005829,P00844,2025-10-06,49,3
S0005830,P00844,2025-10-07,55,5
S0005831,P00844,2025-10-10,49,4
S0005832,P00844,2025-10-17,58,4
S0005833,P00844,2025-10-17,37,2
S0005834,P00844,2025-10-25,44,4
S0005835,P00845,2025-10-25,30,3
S0005836,P00845,2025-10-26,44,4
S0005837,P00845,2025-10-26,43,4
S0005838,P00845,2025-11-05,39,2
S0005839,P00845,2025-11-08,65,5
S0005840,P00846,2025-12-28,19,2
S0005841,P00846,2026-01-03,22,2
S0005842,P00846,2026-01-07,16,2
S0005843,P00847,2025-10-21,62,3
S0005844,P00847,2025-10-23,7,0
S0005845,P00847,2025-10-23,5,0
S0005846,P00847,2025-10-25,31,2
S0005847,P00847,2025-11-02,24,3
S0005848,P00847,2025-11-04,34,2
S0005849,P00847,2025-11-05,35,3
S0005850,P00847,2025-11-08,38,2
S0005851,P00847,2025-11-09,33,3
S0005852,P00847,2025-11-10,31,0
S0005853,P00847,2025-11-16,36,4
S0005854,P00847,2025-11-20,40,5
S0005855,P00847,2025-12-02,27,3
S0005856,P00847,2025-12-04,18,2
S0005857,P00848,2025-11-22,14,2
S0005858,P00848,2025-11-23,15,4
S0005859,P00848,2025-11-27,13,2
S0005860,P00848,2025-12-01,10,0
S0005861,P00848,2025-12-06,8,2
S0005862,P00848,2025-12-06,13,2
S0005863,P00849,2025-12-21,17,0
S0005864,P00849,2025-12-29,33,6
S0005865,P00849,2025-12-30,37,1
S0005866,P00850,2025-12-03,53,3
S0005867,P00850,2025-12-06,48,4
S0005868,P00850,2025-12-11,59,5
S0005869,P00850,2025-12-11,64,5
S0005870,P00850,2025-12-17,59,5
S0005871,P00850,2025-12-17,44,3
S0005872,P00850,2025-12-20,52,6
S0005873,P00850,2025-12-24,60,5
S0005874,P00850,2026-01-10,44,5
S0005875,P00850,2026-01-12,47,3
S0005876,P00851,2026-01-21,17,1
S0005877,P00851,2026-01-22,11,0
S0005878,P00851,2026-01-23,19,0
S0005879,P00851,2026-01-23,24,4
S0005880,P00851,2026-01-26,27,4
S0005881,P00851,2026-01-26,32,4
S0005882,P00851,2026-01-30,10,3
S0005883,P00851,2026-01-30,36,3
S0005884,P00852,2025-11-09,35,5
S0005885,P00852,2025-11-12,42,3
S0005886,P00852,2025-11-12,54,5
S0005887,P00852,2025-11-29,32,2
S0005888,P00852,2025-12-06,54,3
S0005889,P00852,2025-12-13,50,4
S0005890,P00853,2025-10-10,71,6
S0005891,P00853,2025-10-11,72,4
S0005892,P00853,2025-10-12,70,7
S0005893,P00853,2025-10-13,68,8
S0005894,P00853,2025-10-13,61,5
S0005895,P00853,2025-10-16,58,6
S0005896,P00853,2025-10-17,58,5
S0005897,P00853,2025-10-18,93,5
S0005898,P00853,2025-10-22,71,8
S0005899,P00853,2025-10-25,68,4
S0005900,P00853,2025-10-31,46,5
S0005901,P00853,2025-11-04,68,6
S0005902,P00853,2025-11-06,53,3
S0005903,P00854,2025-10-15,60,7
S0005904,P00854,2025-10-19,31,5
S0005905,P00854,2025-10-26,20,1
S0005906,P00854,2025-11-12,55,6
S0005907,P00854,2025-11-24,26,1
S0005908,P00855,2025-11-21,44,3
S0005909,P00855,2025-11-22,30,1
S0005910,P00855,2025-11-23,52,5
S0005911,P00855,2025-11-23,47,6
S0005912,P00855,2025-11-24,68,3
S0005913,P00855,2025-11-25,47,5
S0005914,P00855,2025-11-27,68,6
S0005915,P00855,2025-11-29,71,5
S0005916,P00855,2025-11-30,32,3
S0005917,P00855,2025-12-05,63,5
S0005918,P00855,2025-12-12,55,4
S0005919,P00855,2025-12-22,66,7
S0005920,P00856,2025-10-22,9,0
S0005921,P00856,2025-10-22,24,3
S0005922,P00856,2025-10-23,28,4
S0005923,P00856,2025-10-24,18,1
S0005924,P00856,2025-10-26,8,3
S0005925,P00856,2025-10-27,21,1
S0005926,P00856,2025-11-03,15,1
S0005927,P00856,2025-11-11,25,0
S0005928,P00856,2025-11-16,32,2
S0005929,P00856,2025-11-23,27,4
S0005930,P00857,2025-10-07,31,3
S0005931,P00857,2025-10-08,20,1
S0005932,P00857,2025-10-17,25,2
S0005933,P00857,2025-11-03,28,3
S0005934,P00857,2025-11-06,25,2
